t,index,i,j,sector,length
520,94885,87,278,9,359
521,94205,276,89,9,360
522,91118,267,71,8,351
523,92498,271,87,9,360
524,89074,261,73,8,351
525,96246,84,282,9,357
526,62422,19,183,6,351
527,91156,267,109,8,351
528,96583,80,283,9,354
529,91497,268,109,8,351
530,94221,276,105,9,354
531,93523,89,274,9,360
532,94888,90,278,9,360
533,91494,106,268,8,354
534,95566,280,86,9,358
535,96923,79,284,9,352
536,95226,87,279,9,358
537,57290,168,2,5,357
538,91125,78,267,8,357
539,92179,270,109,8,351
540,96922,78,284,9,352
541,96928,84,284,9,355
542,93538,104,274,9,355
543,94533,277,76,9,354
544,93198,105,273,9,354
545,92517,271,106,9,354
546,93846,71,275,9,351
547,92500,89,271,9,360
548,93539,274,105,9,354
549,94225,109,276,9,351
550,93879,275,104,9,355
551,95221,279,82,9,357
552,96924,284,80,9,353
553,95564,84,280,9,358
554,120534,353,164,11,353
555,91815,269,86,8,360
556,120533,163,353,11,352
557,63101,185,16,6,354
558,94207,91,276,9,360
559,91835,106,269,8,354
560,96921,284,77,9,351
561,94886,278,88,9,359
562,90815,266,109,8,351
563,93524,90,274,9,361
564,92176,270,106,8,354
565,120532,353,162,11,351
566,92482,271,71,9,351
567,90474,265,109,8,351
568,89761,78,263,8,356
569,93864,275,89,9,360
570,59342,8,174,5,359
571,93183,90,273,9,361
572,96584,81,283,9,354
573,91496,108,268,8,352
574,88734,260,74,8,352
575,95903,82,281,9,356
576,96927,284,83,9,354
577,60707,178,9,5,358
578,92857,272,105,9,354
579,92155,85,270,8,360
580,92175,105,270,8,354
581,91836,107,269,8,353
582,89450,108,262,8,351
583,60369,177,12,5,357
584,96580,283,77,9,352
585,92501,90,271,9,361
586,95568,280,88,9,358
587,94208,92,276,9,360
588,122575,165,359,11,354
589,63445,19,186,6,351
590,63104,19,185,6,351
591,94563,277,106,9,353
592,63444,186,18,6,352
593,94547,277,90,9,360
594,94887,278,89,9,359
595,96926,284,82,9,354
596,97264,79,285,9,351
597,92516,271,105,9,354
598,95567,280,87,9,358
599,96237,75,282,9,351
600,95904,281,83,9,356
601,91837,269,108,8,352
602,91816,269,87,8,360
603,58312,1,171,5,358
604,93164,71,273,9,351
605,94888,278,90,9,360
606,93537,103,274,9,356
607,93182,89,273,9,360
608,96247,282,85,9,357
609,95566,86,280,9,358
610,90133,264,109,8,351
611,91155,267,108,8,352
612,97265,285,80,9,352
613,94549,277,92,9,359
614,91804,75,269,8,354
615,93538,274,104,9,355
616,92488,271,77,9,356
617,91834,105,269,8,354
618,92156,86,270,8,360
619,95228,279,89,9,358
620,94221,105,276,9,354
621,90103,264,79,8,357
622,93198,273,105,9,354
623,91835,269,106,8,354
624,97266,81,285,9,352
625,93866,91,275,9,360
626,62763,19,184,6,351
627,94548,277,91,9,359
628,95907,281,86,9,357
629,122235,165,358,11,354
630,96921,77,284,9,351
631,95569,89,280,9,358
632,97270,85,285,9,354
633,63785,187,18,6,351
634,91494,268,106,8,354
635,92857,105,272,9,354
636,97267,285,82,9,353
637,90440,265,75,8,354
638,91495,107,268,8,353
639,91496,268,108,8,352
640,92175,270,105,8,354
641,97268,285,83,9,353
642,62422,183,19,6,351
643,96588,85,283,9,356
644,93867,92,275,9,360
645,91131,84,267,8,360
646,94546,89,277,9,359
647,95908,87,281,9,357
648,90814,266,108,8,352
649,96579,76,283,9,351
650,97606,286,80,9,352
651,89761,263,78,8,356
652,95555,75,280,9,352
653,96248,86,282,9,357
654,96587,84,283,9,356
655,121216,166,355,11,355
656,58659,172,7,5,358
657,96927,83,284,9,354
658,91129,267,82,8,359
659,88767,260,107,8,351
660,95229,90,279,9,359
661,93197,104,273,9,355
662,92516,105,271,9,354
663,97266,285,81,9,352
664,93536,102,274,9,357
665,93527,274,93,9,360
666,90132,264,108,8,352
667,95568,88,280,9,358
668,90473,265,108,8,352
669,93868,93,275,9,360
670,97263,78,285,9,351
671,94890,92,278,9,359
672,91493,105,268,8,354
673,89419,77,262,8,355
674,96922,284,78,9,352
675,94551,94,277,9,359
676,89791,108,263,8,351
