t,index,i,j,sector,length
551,94883,85,278,9,359
552,93505,71,274,9,351
553,92160,90,270,8,361
554,94543,86,277,9,359
555,89106,105,261,8,352
556,59336,174,2,5,360
557,94547,90,277,9,360
558,92176,270,106,8,354
559,95212,73,279,9,351
560,95243,104,279,9,353
561,89791,263,108,8,351
562,96244,282,82,9,356
563,96924,284,80,9,353
564,91836,269,107,8,353
565,93523,89,274,9,360
566,94218,102,276,9,357
567,92857,272,105,9,354
568,93525,274,91,9,360
569,89105,104,261,8,353
570,93527,93,274,9,360
571,94563,277,106,9,353
572,95554,280,74,9,352
573,96245,83,282,9,356
574,94886,88,278,9,359
575,95224,279,85,9,358
576,96585,82,283,9,355
577,59677,2,175,5,360
578,96581,78,283,9,353
579,89450,108,262,8,351
580,61045,6,179,5,360
581,89107,106,261,8,352
582,93164,273,71,9,351
583,94541,84,277,9,359
584,95563,280,83,9,357
585,60023,7,176,5,359
586,94903,105,278,9,353
587,95553,280,73,9,351
588,93526,274,92,9,360
589,89448,106,262,8,353
590,92175,270,105,8,354
591,89447,105,262,8,353
592,95244,105,279,9,352
593,93536,102,274,9,357
594,88763,103,260,8,354
595,93196,273,103,9,356
596,89449,107,262,8,352
597,94207,91,276,9,360
598,93867,92,275,9,360
599,93197,273,104,9,355
600,90812,106,266,8,354
601,94888,278,90,9,360
602,92856,272,104,9,355
603,94889,278,91,9,359
604,93877,102,275,9,357
605,94208,92,276,9,360
606,94902,104,278,9,354
607,96238,282,76,9,352
608,95227,88,279,9,358
609,96925,81,284,9,353
610,96582,79,283,9,353
611,94548,277,91,9,359
612,120536,353,166,11,354
613,89761,78,263,8,356
614,95570,90,280,9,359
615,93195,102,273,9,357
616,91834,105,269,8,354
617,95565,280,85,9,358
618,93185,92,273,9,360
619,92516,271,105,9,354
620,63100,185,15,6,354
621,96926,82,284,9,354
622,89108,107,261,8,351
623,95226,279,87,9,358
624,95555,75,280,9,352
625,94881,278,83,9,358
626,93866,275,91,9,360
627,92828,272,76,9,355
628,94547,277,90,9,360
629,94562,105,277,9,353
630,95584,104,280,9,353
631,94560,277,103,9,355
632,89106,261,105,8,352
633,92515,271,104,9,355
634,95553,73,280,9,351
635,93878,275,103,9,356
636,95554,74,280,9,352
637,92175,105,270,8,354
638,61729,181,8,6,359
639,93537,274,103,9,356
640,96239,77,282,9,353
641,90440,75,265,8,354
642,95906,281,85,9,357
643,95219,279,80,9,356
644,91835,106,269,8,354
645,91153,267,106,8,354
646,95229,279,90,9,359
647,96924,80,284,9,353
648,94559,277,102,9,356
649,89450,262,108,8,351
650,96923,284,79,9,352
651,96246,282,84,9,357
652,94887,278,89,9,359
653,92482,271,71,9,351
654,89447,262,105,8,353
655,93196,103,273,9,356
656,94549,277,92,9,359
657,92159,270,89,8,360
658,89107,261,106,8,352
659,95905,84,281,9,357
660,97267,285,82,9,353
661,95585,105,280,9,352
662,89448,262,106,8,353
663,89449,262,107,8,352
664,96245,282,83,9,356
665,94901,278,103,9,355
666,95569,280,89,9,358
667,93867,275,92,9,360
668,92856,104,272,9,355
669,95567,87,280,9,358
670,94890,92,278,9,359
671,89759,263,76,8,354
672,90780,74,266,8,354
673,95895,74,281,9,351
674,95896,281,75,9,351
675,88763,260,103,8,354
676,92174,270,104,8,355
677,96927,83,284,9,354
678,96580,283,77,9,352
679,97266,81,285,9,352
680,95564,84,280,9,358
681,92855,272,103,9,356
682,121557,356,167,11,356
683,91834,269,105,8,354
684,93526,92,274,9,360
685,96586,83,283,9,355
686,63440,14,186,6,355
