t,index,i,j,sector,length
390,60698,178,0,5,361
391,90810,104,266,8,355
392,94881,83,278,9,358
393,89776,263,93,8,359
394,121574,356,184,11,360
395,92498,271,87,9,360
396,90790,84,266,8,360
397,121215,355,165,11,354
398,95562,82,280,9,357
399,121213,355,163,11,353
400,91149,102,267,8,357
401,91805,269,76,8,355
402,63784,17,187,6,352
403,91487,99,268,8,358
404,93185,92,273,9,360
405,92520,271,109,9,351
406,92848,96,272,9,360
407,97285,100,285,9,352
408,118833,348,165,11,351
409,96582,283,79,9,353
410,89450,262,108,8,351
411,97605,79,286,9,351
412,93882,275,107,9,353
413,93164,273,71,9,351
414,88767,260,107,8,351
415,90133,264,109,8,351
416,90815,109,266,8,351
417,92496,85,271,9,360
418,120212,352,182,11,359
419,97604,286,78,9,351
420,95553,73,280,9,351
421,90470,265,105,8,354
422,120532,353,162,11,351
423,63785,187,18,6,351
424,91471,83,268,8,359
425,91831,102,269,8,357
426,65488,192,16,6,351
427,92861,272,109,9,351
428,91156,109,267,8,351
429,88052,74,258,8,351
430,91497,109,268,8,351
431,98291,288,83,9,351
432,92482,71,271,9,351
433,93188,95,273,9,360
434,88767,107,260,8,351
435,120192,352,162,11,351
436,88394,75,259,8,351
437,90808,102,266,8,357
438,94529,277,72,9,351
439,95212,279,73,9,351
440,91838,269,109,8,351
441,94223,107,276,9,353
442,92179,270,109,8,351
443,96585,283,82,9,355
444,94870,278,72,9,351
445,94187,71,276,9,351
446,65147,191,16,6,351
447,88052,258,74,8,351
448,93850,275,75,9,354
449,94540,277,83,9,358
450,89074,261,73,8,351
451,89091,90,261,8,359
452,92854,102,272,9,357
453,93186,93,273,9,360
454,90474,265,109,8,351
455,93514,80,274,9,358
456,65146,191,15,6,351
457,64450,1,189,6,358
458,64797,7,190,6,357
459,94225,109,276,9,351
460,96236,282,74,9,351
461,93846,275,71,9,351
462,93861,86,275,9,360
463,121212,355,162,11,352
464,91838,109,269,8,351
465,64451,2,189,6,358
466,89432,90,262,8,360
467,96236,74,282,9,351
468,91497,268,109,8,351
