t,index,i,j,sector,length
444,92857,105,272,9,354
445,90441,265,76,8,355
446,63444,186,18,6,352
447,94200,276,84,9,360
448,93198,273,105,9,354
449,94536,79,277,9,356
450,90810,104,266,8,355
451,93519,274,85,9,360
452,91464,268,76,8,355
453,121554,164,356,11,354
454,89762,79,263,8,356
455,95219,80,279,9,356
456,63443,17,186,6,353
457,91835,106,269,8,354
458,94540,83,277,9,358
459,94191,276,75,9,354
460,59353,174,19,5,351
461,92839,272,87,9,360
462,57302,168,14,5,352
463,121216,355,166,11,355
464,63784,17,187,6,352
465,90130,264,106,8,354
466,93520,86,274,9,360
467,91834,269,105,8,354
468,57986,170,16,5,352
469,55934,10,164,5,352
470,92145,270,75,8,354
471,90100,76,264,8,355
472,94188,276,72,9,352
473,93166,73,273,9,353
474,93879,104,275,9,355
475,56275,165,10,5,352
476,91804,269,75,8,354
477,92841,272,89,9,360
478,91123,76,267,8,355
479,93197,104,273,9,355
480,90471,106,265,8,354
481,58326,15,171,5,352
482,95561,81,280,9,356
483,92486,75,271,9,354
484,121212,162,355,11,352
485,92174,270,104,8,355
486,91153,106,267,8,354
487,89761,263,78,8,356
488,61395,15,180,6,354
489,120872,354,162,11,352
490,59352,18,174,5,352
491,63104,185,19,6,351
492,94531,74,277,9,353
493,90782,266,76,8,355
494,91814,269,85,8,360
495,91463,75,268,8,354
496,57299,168,11,5,354
497,94221,276,105,9,354
498,55933,164,9,5,352
499,94534,277,77,9,355
500,94880,82,278,9,358
